1,Swiggy - Software Development
2,"Persistent Systems Ltd.,Verna - Machine Learning"
3,Arcon Tech- Machine Learning
4,National Stock Exchange
5,L&T Infotech- Research and study on IIOT
6,Centre for Railway Information Systems
7,CEERI Pilani - Machine Learning/DSP/AI
8,Homi Bhabha Centre For Science Education - IoT - Web Development
9,Centre for Development of Telemetics (CDot)
10,CDAC- Web Deveopment
11,L & T Infotech - Research
12,UST Global - Research/Blockchain
13,Nihon Communication Solutions Pvt. Ltd - Embebdded Systems/IoT
14,Computer Ware - Others(Wireless Hotspot Management)
15,CEERI Pilani - Embedded Systems/IoT
16,NIC- Public Distribution System Operations
17,NIC-Web development
18,NIC- Mobile App development
19,L & T Infotech - Business Intelligence
20,L & T Infotech - Machine Learning
21,William O Neil - Data Analytics
22,Americana Foods - Digital Analytics
23,Americana Foods - Retail Modelling
24,Americana Foods-Actionable KPI Design & communication
25,Indian Institute Of Remote Sensing - Machine Learning/DSP/AI
26,National Institute of Oceanography -Embedded Systems/IoT
27,National Institute of Oceanography -Machine Learning/DSP/AI
28,UST Global - Machine Learning
29,UST Global - Machine Learning/DSP/AI
30,Adani Power-Computer science
31,CEERI Pilani - VLSI Design/Circuit Design
32,L&T Infotech- Business Development
33,CEERI Pilani - App/AR/VR
34,CEERI Pilani - Industrial Automation and Control
35,IT Department - Government of Rajasthan - Internet of Things
36,COUTURE AI- Machine Learning/Deep Learning
37,Dybo
38,Bharat Electronics Limited
39,CSIR-National Aerospace Laboratories - Machine Learning/DSP/AI
40,Central Scientific Instruments Organization - Industrial Automation & Control
41,Regional Remote Sensing Centre
42,"National Centre For Polar And Ocean Research- Data Analytics, Machine Learning"
43,Army Base Workshop - Machine Learning
44,National Chemical Laboratory-Computer science
45,L & T Infotech - Data Analytics
46,L & T Infotech - Others
47,Happiest Minds Technologies
48,LOGIQ LABS Pvt Ltd - Machine Learning/DSP/AI
49,L & T Infotech - Web Development
50,Almaconnect- General Management
51,NIVEA India Pvt.Ltd.-Operations Management
52,"Alma connect - customer relationship management,New delhi"
53,Village book builders- IT networking
54,Hexacorp - Product Engineering
55,Hexagon Capability Center India Pvt. Ltd - Machine Learning
56,IT Department - Government of Rajasthan - Mobile Application Development
57,IT Department - Government of Rajasthan - Web Development
58,Kerala Infrastructure and Technogy for Education
59,Kotak Education Foundation Tech - Web Development
60,L&T Infotech- Academy and training
61,L&T Infotech- Presales
62,Hexacorp - Cloud Services
63,Habbit - Product Management
64,SAMIL- Vehicle recommendation system
65,Swecha - Speech Recognition
66,Telangana e-governance - Software Development
67,Swecha  Machine Learning
68,Indira Gandhi Centre for Atomic Research (IGCAR)
69,CSIR-Institute of Genomics & Integrative Biology
70,CSPL - Product Management
71,Multigraphics - ERP
72,VoiceQube - Software Development
73,"Department of Technical Education, Training & Skill Development"
74,Purchasing Power IT & Business Solutions India LLP
75,TNSTC - Digital Content - Astronomy - App/AR/VR
76,Suzlon Energy- Branding campaigns and strategy
77,Purchasing Power - Web Development/UI Development
78,SenRa Tech Pvt Ltd - Embedded Systems/IoT
79,Agile Connects Private Ltd - Embedded Systems/IoI
80,CSIR-National Aerospace Laboratories - VLSI Design/Circuit Design
81,EUPHEUS LEARNING
82,Swecha  - Shell Programming
83,Knowcross Solutions Pvt Ltd- Tech
84,LightSpeed AI Labs Pvt Ltd - Industrial Automation & Control
85,LightSpeed AI Labs Pvt Ltd - Machine Learning/DSP/AI
86,Medcords- Business Analysis
87,Bill Cloud Pvt Ltd
88,Celebal Technologies Pvt Ltd
89,Madras Mindworks Pvt Ltd - App/AR/VR
90,Medsupervision Pvt. Ltd - App/AR/VR
91,MSys Technologies - Tech
92,Elixar Systems - APP Development
93,National Institute of Oceanography - Industrial Automation & Control
94,NPBridge Solutions Private Limited
95,Petasense Technologies Pvt. Ltd.
96,Prodapt
97,Greendeck Cliff.ai-Deep Learning
98,Greendeck Cliff.ai-Machine Learning
99,Race2Cloud Technologies Pvt. Ltd. -  Apps on Zoho Creator
100,Shris  Infotech  Services Pvt Ltd
101,Silver Touch Technologies Ltd
102,Smartlink Holdings Ltd ( Digisol Systems Ltd )
103,UST Global - VLSI Design/Circuit Design
104,WEBiROID Technology & Consultancy Services Pvt. Ltd.Kolkata-Content development
105,WEBiROID Technology & Consultancy Services Pvt. Ltd.Kolkata-Digital Marketing
106,Agile connect - Cloud Appplication Dev
107,Afour tech -Mobile App development
108,Agnext tech- AL/ML
109,Agnext tech-Computer Vision
110,Agnext tech-Software Development
111,Arbunize Digital Media Pvt. Ltd - Information Extraction/NLP
112,Arbunize digital media- Alternate career prediction
113,Arocom IT - Machine Learning
114,Asanify Technologies- Business development
115,Asanify Technologies- Social media marketing
116,Big Scale tech- Mobile and Web Developemet
117,Bintix Waste Research Private Limited - Tech-Software Development
118,Cateina Technologies Pvt. Ltd.
119,Coditation Systems Pvt Ltd  - Machine Learning
120,Coditation Systems Pvt Ltd  - Software Development
121,Coffee Beans- AI
122,Computer Ware -Others(ReportGeneration)
123,Contenterra Software Private Limited - Software Development
124,Contenterra Software Private Limited-Analytics/IOT
125,Convergent Technologies (Sequoia Fitness and Sports Technology Pvt Ltd) -Mobile App Development/Data Analytics
126,Core Compete pvt ltd- others ( data Engineering -ETLL)
127,coreCompetepvt ltd- Web app development
128,CSPL - Testing
129,Cuemath- Business development
130,Dinero - Full stack Mobile app development
131,Dinero AI- Marketing
132,E connect - Non Development Projects
133,Ewar Games- Market analysis
134,Expound Technivo Pvt Ltd Tech-Software Development
135,Expound Technivo- Strategy and   BD
136,Goavega-Data Analytics (ML)
137,Greendeck Cliff.ai-Data Integration
138,Greendeck Cliff.ai-Data Quality Insurance
139,Greendeck Cliff.ai-Full Stack Development
140,Greendeck- content writing
141,Habbit - Data Analytics
142,Habbit - Web Development
143,Habbit- Business development
144,Habbit- company valuation
145,Helix Techin Info Systems Pvt.Ltd - Data Analytics
146,Helix Techin Info Systems Pvt.Ltd - Machine Learning/NLP
147,Heraizen Technologies Pvt. Ltd - Web Development
148,Hexacorp - Full Stack Development
149,Hyphen Supply Chain Solutions Pvt Ltd - Application Development
150,i-exceed technology solutions private limited
151,IDS Infotech Ltd - Data Science
152,Ineuron Intelligence - Artificial Intelligence
153,Integra Design-Online - Application Migration
154,Integra Design-Online - Real Time Analytics
155,LogiQLabs-Data analytics
156,MagTapp Technologies- Web development
157,Magtapp- content development
158,Magtapp- Digital marketing
159,MapmyIndia- Marketing
160,Mazo solutions- Analytics
161,Medsupervision- Digital marketing
162,Medsupervision-Mobile Appl Development
163,Multigraphics - Artificial Intelligence
164,Multigraphics Group- Digital marketing
165,Multigraphics Group- Market Research
166,Multigraphics Group- Project management
167,Multigraphics Group- Student behavioral analysis
168,Needl.ai- Data Analytics
169,North Eastern Space - Compiler Design/Geo Processing/Machine Learning
170,North Eastern Space - Deep Learning/Machine Learning
171,North Eastern Space - Software Development
172,Habbit- content writing
173,Habbit- market research
174,Habbit- video production
175,Platifi Solutions - Full Stack Development
176,PreludeSys- analysis of helpdesk tickets
177,Preludesys- Data Analytics
178,PreludeSys- IT helpdesk analysis
179,PreludeSys- marketing and inside sales analytics
180,PreludeSys- People analytics dashboard
181,PreludeSys- Presales data analytics
182,Proficiency Learning Solutions - Marketing collateral creation
183,Proficiency Learning Solutions - Training module development
184,Race2Cloud Technologies - Software Development
185,Rashiv Cloud Solutions- Social media and research
186,Redpine Signals India Pvt. Ltd. DBA Ceremorphic India Pvt. Ltd.
187,Sawolabs Technologies - Software Development
188,Sawolabs Technologies- Market research
189,Sawolabs- Developer Advocacy
190,SharedPro Technologies- Community Building
191,Swecha  - Web Development
192,Synchrony International - Data Analytics
193,Takshila Learning - IT
194,Takshila Learning - Mobile App Development
195,Takshila Learning- Business intelligence
196,Takshila Learning- Operations
197,Takshila learning- Value education
198,Urjanet - Software Development
199,Urjanet- Quality assurance
200,VComply - Data Analytics
201,VComply - Mobile Applications
202,VComply - Mobile Applications/NLP
203,VComply - Software Development
204,"Village Book Builders,Mapleton, UT, USA-Backend Development"
205,"Village Book Builders,Mapleton, UT, USA-Front End Development"
206,"Village Book Builders,Mapleton, UT, USA-Web Analytics and Optimizatiom"
207,Village book builders- Operations automation
208,"Xarvis Intelligent Systems Lab Pvt Ltd - Tech ,Pune - Software Development"
209,"Xarvis Intelligent Systems Lab Pvt Ltd - Tech ,Pune - UI Development"
210,Yashoda Hospitals - Software Development
211,Electrono Solutions - Embedded Systems / IoT
212,Adarsh Control & Automation Pvt. Ltd- Industrial Automation
213,Aditya Birla Insulators
214,Bhaskaracharya Institute For Space Applications And Geoinformatic - Embedded Systems/IoT
215,BISAG-Software Development
216,Caliber Interconnect Solutions Pvt Ltd-Industrial Automation & Control
217,Domtech Robotics and Automation - Electrical Power Systems
218,Domtech Robotics and Automation - Embedded Systems/IoT
219,Domtech Robotics and Automation - VLSI design/Circuit Design
220,Dynamic Elecpower (P) Ltd - Electrical Power Systems
221,Dynamic Elecpower (P) Ltd - Industrial Control & Automation
222,E-Connect Solutions Pvt. Ltd - Embedded Systems/IoT
223,Edutech Learning Solutions Pvt. Ltd.
224,"EFY Group,New Delhi - Embedded Systems / IoT"
225,Electronics Corporation of India Limited - VLSI Design/Circuit Design
226,Electrono Solutions - App/AR/VR
227,Electrono Solutions - Electrical Power Systems
228,Electrono Solutions - Industrial Control & Automation
229,Indian Society for Education and Environment
230,ISEE- Literature Research
231,Kizora Software Pvt. Ltd - App/AR/VR
232,Madras Mindworks Pvt Ltd -Electronics
233,MELSS - Industrial Automation & Control
234,MTAB Engineers Pvt Ltd - Industrial Automation and Control
235,Power Grid Corporation - Electrical Power Systems
236,Prama Instruments Private Limited - Industrial Control & Automation
237,Pyrotech Electronics Pvt. Ltd - Embedded Systems/IoT
238,Pyrotech Electronics Pvt. Ltd - Industrial Automation & Control
239,Renu Electronics Pvt Ltd
240,Semi- conductor laboratoty - VLSI Design/Circuit Design
241,Shalaka Connected Devices LLP - App/AR/VR
242,Shalaka Connected Devices LLP - Embedded Systems/IoT
243,SNS TECHNOSYS LLP - Embedded Systems/IoT
244,STAR Engineers India - Embedded Systems/IoT
245,Vidcentum R & D Pvt - Machine Learning/DSP/AI
246,Rebus Research - Web Development
247,"Access Livelihoods Consulting India, Ltd. - Social Sector"
248,Agile connects- Market survey
249,Akshara Livelihoods Private Limited - Developmental perspectives
250,Akshara Livelihoods Private Limited - Leadership development
251,Akshara Livelihoods Private Limited - Research
252,Akshara Livelihoods Private Limited - Social Media
253,Akshara Livelihoods Private Limited-Natural Farming course development
254,Adani Power-Electronics
255,Andhra Pradesh Human Resource Development institute (APHRDI)-Mechanical/Chemical/Civil
256,Andhra Pradesh Human Resource Development institute (APHRDI)-Mechanical/Chemical/Civil
257,Andhra Pradesh Human Resource Development institute (APHRDI)-Mechanical/Chemical/Civil
258,Belief Systems - General Management
259,Beunlu - Graphic Designing
260,Beunlu - Sales and Marketing
261,BeUnlu Private Limited - App/AR/VR
262,Beunlu- Video editing
263,Bintix Waste Research Private Limited-Data Analytics
264,CrossBar-Content Creation
265,CrossBar-Data Analytics
266,CrossBar-DigitalMarketing
267,CrossBar-Marketing
268,CSPL - Finance
269,Data M Intelligence-Marketing Research
270,Department of Posts- Financial inclusion
271,Futures First Info Services Pvt. Ltd.- Content Development
272,Give India - Social Sector
273,GMR Varalakshmi- General Management
274,Good 2 give - Knowledge base creation
275,"Helpage India, Goa-Data Analytics"
276,Hyphen Supply Chain Solutions Pvt Ltd - Financial analysis
277,Hyphen Supply Chain Solutions Pvt Ltd - Social Media
278,"I Care Foundation,Mexico-Fundraising"
279,"I Care Foundation,Mexico-Marketing for Products with cause"
280,"I Care Foundation,Mexico-Marketing"
281,"I Care Foundation,Mexico-Sustainability Projects"
282,"Icare Foundation NONTECHI Care Foundation,Mexico - Social and environmental analysis"
283,Icare Foundation- Digital initatives
284,Icare Foundation- Project tracker
285,IMARC Services Pvt. Ltd. - IT
286,IMARC Services-Market Reasearch
287,India Buys - IT
288,India Buys-Marketing
289,Indian Council for Research on International Economic Relations - Electric Mobility Work Program
290,Indian Council for Research on International Economic Relations - Price forecasting of agricultural commodities
291,Indian Council for Research on International Economic Relations- Climate change
292,Indian Institute of Public Administration - Secondary Research
293,Indian Red Cross Society - Operations- General Management
294,Indian Red Cross Society Blood Bank - App/AR/VR
295,Indian Red Cross Society Blood Bank - Social Sector
296,Indian Red Cross Society
297,IRCS Delhi General Management
298,IRCS Delhi wireframe design
299,IRCS Hyderabad General Management
300,Knowcross Solutions Pvt Ltd - Non Tech
301,Kotak education- content writing
302,Kotak education- dashboard development
303,Kotak Education- infographics and video based content
304,Kotak education- performance monitoring & evaluation
305,Kotak education- Portfolio analysis
306,Lakshyam NGO-General Management
307,Learning Mate Solution-Data Analytics on Higehr education
308,Learning Mate- Content Architecture
309,Learning Mate- Data Insights for higher education
310,Learning Mate- Data Insights on K-12
311,Love Without Boundaries Foundation- General Management
312,Medcords- content writing
313,Medcords- Digital marketing
314,Medcords- Graphic designing
315,Medcords- Quality Analysis
316,Medcords- Research in finance
317,Million Sparks Foundation -social media Marketing
318,Million Sparks Foundation content creation
319,Modish Tractor Aurkisan Pvt. Ltd ( Balwaan Agri Power Tools)
320,MSys Technologies- General Management
321,NIRDPM- Analytics and IT Management
322,NIRDPM- Civil
323,Paramartha Advisors- Marketing
324,Pilani AtmaNirbhar Resource Center (PARC)- Communication
325,Pilani AtmaNirbhar Resource Center (PARC)- Digital Literacy
326,Pilani AtmaNirbhar Resource Center (PARC)- Photography
327,Pilani AtmaNirbhar Resource Center (PARC)- Spatial mapping
328,Pipe Candy -Business Analytics
329,Pipe Candy -Industrial Research
330,Pipe Candy -Marketing
331,Prakriti Organics - Website Upgradation or enhancement
332,Proindia Healthcare LLP- Business Development
333,Proindia Healthcare LLP- Website enhancement
334,Rebus Research Financial Services(Stratzy) - Business development
335,Rebus Research Financial Services(Stratzy) - Marketing
336,SAMIL- Car Trade exchange business
337,SAMIL- Finance
338,SAMIL- Market Research
339,ScoVelo Consulting - App/AR/VR
340,STEM4ALL-Mathematics
341,Hyphen Supply Chain Solutions Pvt Ltd - Coding
342,Suzlon Foundation - Documentation and Analysis
343,"Swami Vivekanand Gujarat Rajya Yuva Board- Research, Policy and Copywriting"
344,"Tamil nadu Startup & Innovation Mission(Startuo TN), EDII -TN"
345,Tamil nadu Startup & Innovation Mission- Strategy Consulting
346,TDF The diamond factory (I) Pvt Ltd - Business Development
347,Urjanet - Data Analytics
348,WEBiROID Technology & Consultancy Services - Infographics design
349,WEBiROID Technology & Consultancy Services Pvt. Ltd.Kolkata-Investment Research
350,Xarvis Intelligent Systems Lab Pvt Ltd - Non Tech
351,Central Leather Research Institute-Electronics
352,Pacify Medical Technology Pvt. Ltd - Mechatronics
353,WeSwap Mobility Solutions - App Development
354,WeSwap Mobility Solutions - Electronics
355,Green Gentem - NonTech
356,Green Gentem - Tech
357,Patch over Patch - Business Development
358,Patch over Patch - Website design
359,Central Leather Research Institute-Chemical(Energy Management)
360,Central Leather Research Institute-Chemical (Unit process & operation)
361,Central Leather Research Institute-Mechanical
362,National Chemical Laboratory-Chemical (Bioinformatics)
363,National Chemical Laboratory-Chemical (Process modeling)
364,APS Lifetech
365,Dr.Reddy-Chemical
366,Dr.Reddy-Pharmaceutical
367,Incozen Therapeutics Pvt. Ltd.
368,Praveen Laboratories Pvt. Ltd.
369,Yashoda Hospitals- Medical Inclusion in pain department
370,Yashoda Hospitals- Surgery rostering in anaesthesia department
371,AECOM Infrastructure-Civil
372,Aliens Developers Pvt. Ltd
373,Concept Infracon Pvt. Limited
374,Development Consultants Pvt Ltd-Civil
375,Development Consultants Pvt Ltd-Mechanical (CEMA Std)
376,Development Consultants Pvt Ltd-Mechanical (IS 11592)
377,Hindustan Colas-Civil
378,Instrumentation Solution - Civil
379,Intercontinental Consultants & Technocrats Pvt. Ltd.(ICT)-Civil
380,KEC International Ltd-Civil
381,NCCBM-Chemical
382,NCCBM-Civil
383,NCCBM-EEE/E&I/E&C
384,NCCBM-Mechanical
385,Roads and Buildings Department - Govt of Telangana
386,Shell Group (HSSE) - Civil
387,Solar Energy Corporation of India-Civi
388,Wadia Institute Of Himalayan Geology
389,Awarpur Cement Works-Civil
390,Awarpur Cement Works-Electrical & Electronics
391,Awarpur Cement Works-Mechanical
392,Vikram cement works-Mechanical (Organizational effectiveness)
393,Balaji Cement Works-Mechanical
394,Bela Cement Works-Electrical & Electronics
395,Bela Cement Works-Mechanical
396,Balaji Cement Works-Electrical & Electronics
397,Birla White Cement - Civil
398,Birla White Cement-Chemical
399,Birla White Cement-Mechanical
400,Dalla Cement Works-Chemical
401,Gujarat Cement-Chemical
402,Gujarat Cement-Civil
403,Gujarat Cement-Mechanical
404,Hirmi Cement Works-Chemical
405,Hirmi Cement Works-Civil
406,Hirmi Cement Works-Mechanical
407,Manikgarh Cement-Chemical
408,Manikgarh cement-Electrical & Electronics
409,Manikgarh Cement-Mechanical
410,Nathdwara Cement Works-Electrical & Electronics
411,Nathdwara Cement Works-Chemical
412,Rajshree Cement-Chemical
413,Vikram cement works-Mechanical (Training modules)
414,Vikram cement works-Mechanical (Hazard idntification)
415,Aizant Global Analytics- Software development
416,Vikram cement works-Mechanical (Safety and enviornment)
417,Vikram cement works-Mechanical (Utility)
418,Sidhi Cement Works-Chemical
419,Vikram cement works-Mechanical (Maintenance)
420,Sidhi Cement Works-Electrical & Electronics
421,Ultratech Cement Limited-Chemical
422,Sidhi Cement Works-Mechanical
423,Vikram cement works- Civil (Inventory management)
424,Ultratech Cement Limited-Civil
425,Ultratech Cement Ltd- Electronics & Instrumentation
426,Vikram cement works-Civil (Resource optimization)
427,Ultratech Cement Limited-Mechanical
428,Ultratech Cement Ltd-Mechanical
429,Birla Polyfibers-Chemical
430,Adani Power-Chemical (Biogas design)
431,Adani Power-Chemical (Lube oil quality)
432,Adani Power-Civil
433,Amritha Tool Crafts-Computer science
434,Amritha Tool Crafts-Mechanical
435,Army Base Workshop - App/AR/VR
436,Army Base Workshop - Electrical Power Systems
437,Army Base Workshop - Industrial Automation & Control
438,Aditya Birla Science & Technology-Chemical
439,Blue star Limited-Mechanical (Air conditining and commercial refrigeration)
440,Carborundum universal Limited-Mechanical
441,CCS STRATEGY SOLUTION - FLEXSIM
442,Divgi TorqTransfer Systems Pvt. Ltd- Manufacturing
443,Divgi TorqTransfer Systems Pvt. Ltd-Manufacturing
444,DomTech Robotics & Automation-Mechanical
445,Engineers India Limited-Chemical
446,Engineers India Limited-Mechanical
447,Gates India Pvt Ltd-Chemical
448,Gates India Pvt Ltd-Mechanical/Manufacturing
449,"Hertztech Solutions Pvt Ltd., - AI/ML"
450,Hertztech Solutions Pvt Ltd.-Manufacturing
451,Hexanika-Mechanical
452,Indian Oil Corporation Limited-Chemical
453,Indian Oil Corporation Limited-Mechanical
454,JSW Energy-Chemical (Seperation of coal and stone)
455,JSW Energy-EEE (Control room remote operation)
456,JSW Energy-Mechanical (Coal fired boiler)
457,Department of Agriculture
458,Hindustan Petroleum Corporation Limited-Mechanical
459,WeSwap Mobility Solutions - Marketing
460,Vikram cement works-Electrical & Electronics
461,JSW Energy-Mechanical (Turbines)
462,Knowzies Technology Solutions-Mechanical
463,Madras Mindworks Pvt Ltd -Mechanical
464,Maker&apos;s Asylum-Mechanical
465,Maker Asylum- Sales & Marketing
466,Malhar Industries- CRM and HR Automation
467,MTAB Engineers Pvt Ltd- Manufacturing
468,Nippon Paint-Mechanical
469,NTPC-Chemical
470,NTPC-Mechanical
471,Plastic water lab-Electronics
472,Plastic water lab-Mechanical
473,Plastic Water Labs - Actuators and Sensors in IoT
474,Preto Tooling Systems-Mechanical
475,Shalaka Connected Devices-Mechanical/Manufacturing
476,Solar Energy Corporation of India-Mechanical
477,Vasantha Tool Crafts Pvt Limited-Mechanical
478,Viram Technologies Enterprises - Mechanical (Automation design)
479,Viram Technologies Enterprises - Mechanical (Finite Element Analysis)
480,Viram Technologies Enterprises - Mechanical (Piping and thermal analysis)
481,Viram Technologies Enterprises - Mechanical (Process equipment design)
482,Viram Technologies Enterprises - Mechanical (structure analysis)
483,Yazaki India Private Ltd.
484,JSW Steel-Chemical (Carbon technology landscaping)
485,JSW Steel-Chemical (Hydrogen technology landscaping)
486,JSW Steel-Computer (ANN)
487,JSW Steel-Computer (ML)
488,JSW Steel-Computer (Property prediction model)
489,JSW Steel-Mechanical (Ansys simulation model)
490,JSW Steel-Mechanical (Optimization technique)
491,JSW Steel-Mechanical (Statistical model)
492,Ramco Steels Pvt. Ltd- Manufacturing
493,Rourkela Steel Plant-Chemical
494,Rourkela Steel Plant-Civil
495,Rourkela Steel Plant-EEE/Instrumentation/communication
496,Rourkela Steel Plant-Mechanical
497,Birla Polyfibers-Mechanical
498,Century Rayon-Chemical
499,Century Rayon-Electrical & Electronics
500,AURUM SMART TECH - DSP (Hyderabad)
501,Bajaj Auto Limited
502,Century Rayon-Mechanical
503,Chemical & Mineral Industries Pvt Limited-Chemical (Unit process & operation)
504,Chemical & Mineral Industries Pvt Limited-Mechanical (Quick lime process)
505,Chemical & Mineral Industries Pvt Limited-Mechanical (Vertical lime kiln)
506,Chemical & Mineral Industries Pvt Limited-Mechanical(Calcite grinding)
507,Chemsys Process Engineering Pvt Limited-Chemical (Unit process & operation)
508,Chemsys Process Engineering Pvt Limited_Chemical (Process improvement & utility calculations)
509,Chemsys Process Engineering Pvt Limited_Chemical (Process modeling & simulation)
510,Grasim Industries Limited-Chemical (Unit process & operation)
511,Grasim Industries Limited-Mechanical (Energy Management)
512,Grasim Industries Limited-Mechanical (Safety and Enviornment)
513,Nathdwara Cement Works-Mechanical
514,Indian Institute of Petroleum-Chemical (Enviornment Engg)
515,Indian Institute of Petroleum-Chemical (Unit process & operation)
516,Indian Institute of Petroleum-Mechanical (Energy Management)
517,Nandi Group ( Sujala Pipe Pvt. Ltd )-Chemical
518,Nandi Group ( Sujala Pipe Pvt. Ltd )-Civil
519,Nandi Group ( Sujala Pipe Pvt. Ltd )-Electronics & Instrumentation
520,Nandi Group ( Sujala Pipe Pvt. Ltd )-Manufacturing
521,Sud-Chemie India Pvt.Ltd-Catalysis and carbon capture
522,Sud-Chemie India Pvt.Ltd-CFD analysis
523,Sud-Chemie India Pvt.Ltd-Design of extruder and molecular sieves
524,Sud-Chemie India Pvt.Ltd-Kinetic modeling
525,Sud-Chemie India Pvt.Ltd-Zeolites
526,Vikram cement works-Mechanical (Digitalization)
527,Balaji Cement Works-Chemical
528,Rajshree Cement-Civil
529,Rajshree Cement-Electrical & Electronics
530,Rajshree Cement-Mechanical
531,Rawan Cement Works-Chemical
532,Rawan Cement Works-Civil
533,Rawan Cement Works-Mechanical
534,Ultratech Cement Limited-Electrical & Electronics
535,Rawan Cement Works-Electrical & Electronics
536,Baga Cement Works-Civil
537,Baga Cement Works-Chemical
538,Baga Cement Works-Electrical & Electronics
539,Aditya Cement Works-Civil
540,Baga Cement Works-Mechanical
541,Balaji Cement Works-Civil
542,Aditya Cement Works-Chemical
543,Aditya Cement Works-Mechanical
544,Awarpur Cement Works-Chemical
545,Adani Power-Mechanical
546,Alankaar India- Digital Marketing
547,Sidhi Cement Works-Civil
548,Vikram Cement Works - Industrial Automation & Control
,
